Sort,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,Analysis 
90,privateschultz 2008.10.31,1096,1,0.5,43,76,44,-32,Level B
606,phenin 2008.03.15,919,1,0.5,43,203,23,-180,Level A
477,JBChessPontchat 2008.02.04,936,2,0,42,184,36,-148,Level A
605,tfrio 2008.03.31,895,2,0,42,213,33,-180,Level A
811,LaurentDelaon 2008.06.09,1044,1,1,42,270,31,-239,Level A
150,smittyohtwohund 2008.10.31,891,1,0.5,41,101,44,-57,Level B
214,owzat 2008.10.11,836,1,0,41,112,34,-78,Level B
228,lacceroswaldo 2008.06.18,986,2,1.5,41,122,39,-83,Level A
336,ralexander 2008.11.30,772,3,2,41,150,39,-111,Level B
363,krishnak 2008.07.22,980,2,1,41,151,34,-117,Level A
501,vetteboy 2008.12.15,931,1,1,41,180,27,-153,Level A
107,plumbo 2008.10.11,821,1,1,40,84,45,-39,Level B
159,pumpbuster 2008.07.31,1128,1,0.5,40,89,30,-59,Level A
353,tfrio 2008.07.05,836,2,1,40,152,38,-114,Level A
373,karpovasparov 2008.10.07,934,2,2,40,146,28,-118,Level A
581,thebrickwall 2008.01.12,950,4,3,40,197,23,-174,Level A
598,lacceroswaldo 2008.08.06,966,2,1,40,208,30,-178,Level A
694,calexander 2008.12.12,768,3,1,40,225,25,-200,Level A
716,kiwa 2008.11.28,1006,3,1,40,227,20,-207,Level A
735,KarimNicho 2008.06.06,873,1,1,40,241,25,-216,Level A
923,BrunoPereira 2008.05.08,982,1,0,40,325,25,-300,Level A
928,lacceroswaldo 2008.11.06,982,3,0,40,327,25,-302,Level C
232,mipsparc 2008.08.12,1023,3,3,39,125,41,-84,Level A
296,KaiserPawn 2008.06.04,890,1,0,39,138,39,-99,Level A
313,jinbu 2008.01.24,867,1,0,39,126,23,-103,Level A
327,aleksthegreat 2008.01.24,1112,1,1,39,134,26,-108,Level A
784,simmito 2008.03.18,968,4,0.5,39,258,26,-232,Level A
808,johnsacko 2008.02.17,894,4,1,39,264,26,-238,Level A
945,MementoMoriAB 2008.12.16,983,1,1,39,332,21,-311,Level A
335,StanGetz 2008.06.04,1074,1,1,38,151,40,-111,Level A
509,drkris 2008.07.26,991,3,0,38,176,21,-155,Level A
822,aleksthegreat 2008.09.23,955,2,2,38,260,18,-242,Level A
98,emorej 2008.02.04,995,2,2,37,77,41,-36,Level A
253,noncsi 2008.12.21,927,1,1,37,120,32,-88,Level A
433,bandicot 2008.06.09,909,1,0,37,165,30,-135,Level A
469,johnsacko 2008.02.23,870,2,1.5,37,176,32,-144,Level A
508,Temppeliaukio 2008.03.28,972,2,0,37,177,22,-155,Level A
720,nicksun 2008.11.28,881,2,2,37,222,14,-208,Level A
847,mjwadams 2008.06.06,1020,1,0,37,272,19,-253,Level A
927,zqnzt 2008.08.24,870,1,0.5,37,320,19,-301,Level A
242,Shatranzi 2008.03.03,988,1,1,36,124,39,-85,Level A
281,lynnyx 2008.03.24,1006,2,0,36,137,42,-95,Level A
455,jasonmyerss 2008.08.02,831,2,1,36,177,36,-141,Level A
636,tomerzarfaty 2008.04.21,1054,1,0,36,224,36,-188,Level A
671,ilovepie 2008.12.19,838,2,1,36,225,31,-194,Level A
871,mipsparc 2008.06.15,1027,2,0,36,284,19,-265,Level A
198,paperchasdvincent 2008.01.02,1027,1,0,35,110,37,-73,Level C
458,Dwaiosez 2008.05.08,945,1,1,35,176,34,-142,Level A
553,DaveMiddled 2008.03.14,913,1,0,35,199,31,-168,Level A
571,Intactive 2008.09.23,998,2,0,35,201,29,-172,Level A
1009,frankpid 2008.01.02,912,1,0,35,395,14,-381,Level C
147,santai 2008.06.02,989,2,2,34,91,38,-53,Level A
207,Nicdog 2008.08.01,1108,1,1,34,117,41,-76,Level B
410,JohntheChristian 2008.11.16,846,1,0,34,155,27,-128,Level B
448,nryan 2008.07.21,977,3,1,34,168,29,-139,Level A
450,bandicot 2008.06.02,901,2,0,34,157,18,-139,Level A
587,Krikke 2008.04.13,1083,1,0,34,220,44,-176,Level B
729,johnsacko 2008.03.17,943,2,1,34,237,24,-213,Level A
791,NaraShikamaru 2008.08.11,898,1,0,34,261,27,-234,Level A
815,stabinandmoley 2008.03.04,989,1,0,34,255,15,-240,Level A
921,nottwoday 2008.12.25,1131,1,0.5,34,320,21,-299,Level A
139,Imbolt 2008.11.16,1153,1,1,33,88,39,-49,Level B
193,louiswei 2008.03.03,999,1,0,33,98,27,-71,Level A
236,Turbotank 2008.01.09,937,1,1,33,117,33,-84,Level A
408,ifalou 2008.04.21,832,1,1,33,161,33,-128,Level A
445,WhiteSide 2008.02.15,958,4,3,33,172,33,-139,Level A
639,Birgie 2008.06.06,1011,1,0,33,215,27,-188,Level A
712,tabbykt 2008.06.06,987,1,1,33,233,27,-206,Level A
779,mipsparc 2008.08.07,1014,2,1,33,255,24,-231,Level A
851,brainllama 2008.12.03,1016,2,0,33,275,21,-254,Level C
920,lowball 2008.04.18,928,3,1,33,323,24,-299,Level A
965,achieve 2008.04.08,1048,3,1,33,352,24,-328,Level A
971,simmito 2008.04.08,888,3,2,33,363,30,-333,Level A
249,skix 2008.01.27,1125,1,0,32,131,44,-87,Level C
265,cazzimeo 2008.10.25,968,1,0,32,135,44,-91,Level B
398,mflood 2008.08.07,967,1,1,32,168,44,-124,Level A
461,BrunoPereira 2008.05.12,1006,2,1,32,180,37,-143,Level A
557,Lucanus 2008.08.11,1083,1,1,32,190,22,-168,Level A
612,lacceroswaldo 2008.06.15,893,2,2,32,216,34,-182,Level A
706,calexander 2008.12.01,899,2,0,32,231,28,-203,Level A
767,Baro 2008.04.09,1090,1,0,32,250,25,-225,Level A
838,ckchessmaster 2008.02.07,1107,1,0,32,273,25,-248,Level A
135,grsshppr 2008.01.27,854,1,1,31,86,39,-47,Level C
234,lazysusan 2008.03.28,999,1,1,31,123,39,-84,Level A
237,achieve 2008.03.18,1018,4,3.5,31,116,32,-84,Level A
293,SumitNarayan 2008.10.19,946,1,1,31,137,39,-98,Level A
541,dockson 2008.08.23,862,1,0,31,191,26,-165,Level A
547,ydankner 2008.02.21,1092,1,1,31,209,42,-167,Level B
589,bandicot 2008.05.26,942,1,0,31,212,36,-176,Level A
672,musick 2008.12.16,868,1,0,31,223,29,-194,Level A
837,chrisreeh 2008.11.16,1050,1,1,31,274,26,-248,Level A
407,Philipck 2008.05.26,984,1,1,30,161,33,-128,Level A
420,drinkwater 2008.08.07,1018,1,0,30,160,30,-130,Level A
504,tabbykt 2008.11.20,1033,2,1.5,30,177,23,-154,Level A
531,ziggylucy 2008.05.12,1043,1,0,30,195,33,-162,Level A
604,PABOY 2008.12.25,836,1,0.5,30,220,40,-180,Level A
682,WhiteSide 2008.02.07,807,1,1,30,219,23,-196,Level A
860,MXseptimus 2008.04.18,882,2,0,30,282,23,-259,Level A
863,gforced 2008.12.23,876,2,1,30,277,17,-260,Level A
934,DEDEE 2008.04.18,979,3,2,30,324,20,-304,Level A
19,TiredofLosing 2008.07.22,1013,1,1,29,30,48,18,Level C
46,MalcaReborn 2008.07.26,1001,2,2,29,61,55,-6,Level C
72,jacquesmoll 2008.10.25,1003,1,1,29,71,48,-23,Level B
89,MXseptimus 2008.04.21,941,1,0.5,29,80,48,-32,Level C
148,mipsparc 2008.11.06,1013,3,3,29,103,48,-55,Level C
292,richess 2008.12.06,876,1,0,29,142,45,-97,Level B
307,Raicore 2008.01.30,987,1,1,29,144,41,-103,Level C
362,lynnyx 2008.04.08,940,1,0,29,152,35,-117,Level A
396,moibeatle 2008.03.04,928,1,1,29,158,35,-123,Level A
488,mariosaga 2008.12.03,870,1,0,29,185,35,-150,Level A
626,Chuckccac 2008.02.19,1095,1,1,29,214,28,-186,Level A
794,sspcleber 2008.06.28,916,2,1,29,259,24,-235,Level A
1016,mariosaga 2008.10.31,838,1,0,29,410,17,-393,Level A
79,ScottJoplin 2008.12.06,1113,1,1,28,67,39,-28,Level B
175,MrPresto 2008.03.30,1021,1,0,28,111,46,-65,Level C
250,lacceroswaldo 2008.12.03,933,2,2,28,126,39,-87,Level C
295,oldchessbook 2008.08.23,1135,1,1,28,127,29,-98,Level A
366,thebrickwall 2008.01.01,1004,1,0.5,28,157,39,-118,Level A
382,rockyspirit 2008.01.31,898,1,0,28,152,32,-120,Level B
405,bangs 2008.03.01,1035,1,1,28,155,29,-126,Level A
499,LaurentDelaon 2008.10.13,1076,1,1,28,184,32,-152,Level A
502,NaraShikamaru 2008.07.13,953,2,1.5,28,186,32,-154,Level A
517,Chrisasdf 2008.03.03,1066,1,0,28,187,29,-158,Level A
580,simmito 2008.05.07,927,1,1,28,199,25,-174,Level A
683,nicksun 2008.10.13,884,1,0,28,233,36,-197,Level A
710,svenolof 2008.12.23,1074,1,0,28,225,21,-204,Level A
749,achieve 2008.05.07,1034,1,0,28,257,36,-221,Level A
942,wolfmoon 2008.10.16,988,1,1,28,324,14,-310,Level A
124,viaaurea 2008.03.03,915,1,1,27,85,41,-44,Level A
263,Kyobutungi 2008.07.05,1072,1,1,27,116,26,-90,Level A
505,SkyBrain 2008.11.18,970,1,1,27,192,37,-155,Level A
555,SAVAGEPLAYA 2008.05.03,1109,1,1,27,198,30,-168,Level A
647,lynnyx 2008.03.20,903,1,0,27,208,19,-189,Level A
819,ilovepie 2008.12.18,865,1,0,27,260,19,-241,Level A
839,johnsacko 2008.02.20,896,1,0,27,267,19,-248,Level A
862,RandyMc 2008.02.19,875,1,0,27,278,19,-259,Level A
950,jasonmyerss 2008.07.31,885,1,0,27,340,26,-314,Level B
1012,MohanGH 2008.12.26,1043,1,1,27,408,22,-386,Level A
145,JScottDaBoss 2008.03.31,1077,1,1,26,94,42,-52,Level A
197,sakarauka 2008.12.05,951,2,2,26,123,50,-73,Level C
217,luoyun 2008.01.30,886,1,0,26,133,54,-79,Level C
310,sneakypawn 2008.04.09,900,1,1,26,134,31,-103,Level A
459,bangs 2008.04.18,1098,2,2,26,173,31,-142,Level A
494,Oriontwelve 2008.08.24,1033,1,0.5,26,182,31,-151,Level A
518,DEDEE 2008.03.20,1075,1,1,26,177,19,-158,Level A
568,madjoe 2008.08.17,942,1,0,26,186,15,-171,Level A
614,DEDEE 2008.04.25,1021,1,0,26,218,35,-183,Level B
641,vetteboy 2008.08.07,863,1,1,26,211,23,-188,Level A
711,isntheaqt 2008.08.07,850,1,0,26,233,27,-206,Level A
738,laksen 2008.07.13,961,1,0.5,26,252,35,-217,Level A
820,PABOY 2008.11.24,830,1,0,26,260,19,-241,Level A
51,Sebbel 2008.12.21,873,1,1,25,72,60,-12,Level C
176,PlainsDrifter 2008.03.01,961,1,0,25,105,40,-65,Level A
257,sanavabitch 2008.08.17,1049,1,1,25,121,32,-89,Level A
264,azertyman 2008.04.08,1127,1,1,25,135,44,-91,Level A
276,TastyTreatForKids 2008.04.25,888,1,1,25,137,44,-93,Level B
361,moibeatle 2008.03.05,976,2,1,25,140,24,-116,Level A
370,Temppeliaukio 2008.03.14,1086,1,1,25,150,32,-118,Level A
379,jinbu 2008.04.08,858,1,0,25,156,36,-120,Level A
387,paulfallet 2008.05.03,873,1,0,25,149,28,-121,Level A
419,Simplicus 2008.06.28,1078,2,1,25,162,32,-130,Level A
436,lpalossy 2008.02.21,955,2,2,25,172,36,-136,Level B
582,bongocat 2008.03.25,886,1,1,25,215,40,-175,Level A
634,darumsdad 2008.08.02,1159,1,0,25,223,36,-187,Level A
664,LDopa 2008.12.12,990,2,1,25,225,32,-193,Level A
677,PABOY 2008.12.18,851,2,0,25,240,44,-196,Level B
685,chessup 2008.03.25,1077,1,0,25,229,32,-197,Level A
689,yackal 2008.03.03,1106,3,2,25,218,20,-198,Level A
727,pumpbuster 2008.08.08,1142,1,0,25,245,32,-213,Level A
780,mipsparc 2008.10.02,1038,1,1,25,255,24,-231,Level A
805,lacceroswaldo 2008.10.02,956,1,0,25,269,32,-237,Level A
834,moibeatle 2008.03.03,864,3,1,25,254,8,-246,Level A
852,FollyFrog 2008.02.22,892,1,0,25,270,16,-254,Level A
887,mariosaga 2008.11.02,854,2,1.5,25,297,24,-273,Level A
1042,sspcleber 2008.05.28,1066,1,1,25,525,32,-493,Level B
55,HammandClov 2008.01.31,1087,1,1,24,54,38,-16,Level B
111,JohnWinthrop 2008.03.02,953,1,0,24,83,42,-41,Level A
169,BlindOsaridSaris 2008.10.07,1023,1,0,24,88,25,-63,Level A
187,tomerzarfaty 2008.04.08,1056,1,1,24,107,38,-69,Level A
338,Krikke 2008.03.25,1031,2,2,24,136,25,-111,Level A
351,nicksun 2008.11.24,839,2,2,24,160,46,-114,Level B
473,JSGill 2008.04.10,951,1,1,24,167,21,-146,Level A
561,lacceroswaldo 2008.08.07,966,2,1,24,190,21,-169,Level A
563,vetteboy 2008.04.13,930,1,0,24,199,29,-170,Level A
567,takatsugu 2008.08.08,824,2,2,24,196,25,-171,Level A
667,vetteboy 2008.07.23,901,2,1,24,218,25,-193,Level A
669,Sinickas 2008.08.08,953,2,1,24,232,38,-194,Level A
697,lowball 2008.04.19,899,2,0,24,222,21,-201,Level A
709,avorenus 2008.07.25,967,1,0,24,229,25,-204,Level A
870,gerassi 2008.06.30,996,1,1,24,286,21,-265,Level A
989,nottwoday 2008.09.16,1095,1,1,24,380,25,-355,Level A
1026,marearoja 2008.09.16,894,1,0,24,454,25,-429,Level A
1030,nottwoday 2008.10.16,1066,1,0,24,454,17,-437,Level A
75,DHamm 2008.03.02,997,1,1,23,60,35,-25,Level A
233,isntheaqt 2008.08.08,843,1,1,23,123,39,-84,Level A
273,melmothX 2008.12.21,989,1,1,23,127,35,-92,Level A
311,nicksun 2008.12.18,958,1,1,23,133,30,-103,Level A
321,booxey 2008.12.03,1116,1,1,23,141,35,-106,Level A
346,breachy 2008.05.12,932,1,0,23,152,39,-113,Level A
352,Lucanus 2008.07.20,1033,1,1,23,158,44,-114,Level A
371,GauiSig 2008.11.18,1023,1,0,23,148,30,-118,Level A
400,psychotronic 2008.07.20,959,1,0,23,160,35,-125,Level A
443,kreukels 2008.05.19,977,1,0,23,168,30,-138,Level A
456,pumpbuster 2008.08.07,1131,1,1,23,171,30,-141,Level A
491,vannman 2008.11.24,1109,1,1,23,195,44,-151,Level A
576,owzat 2008.10.12,740,1,0,23,199,26,-173,Level A
627,vishavnathan 2008.04.10,1001,1,0,23,208,22,-186,Level A
663,bongocat 2008.04.04,1030,1,0,23,228,35,-193,Level A
775,tabbykt 2008.06.30,934,1,0,23,255,26,-229,Level A
777,Crashinator 2008.12.10,781,4,1,23,247,17,-230,Level A
781,shahidul 2008.11.22,1096,1,0.5,23,248,17,-231,Level A
813,sarabande 2008.12.19,1147,1,0,23,275,35,-240,Level A
877,nicksun 2008.11.30,930,2,1,23,284,17,-267,Level A
915,fishmasters 2008.12.26,808,1,0,23,318,22,-296,Level A
919,Caduceus 2008.03.06,1121,1,1,23,334,35,-299,Level A
929,noncsi 2008.12.05,956,1,0,23,324,22,-302,Level A
205,sspcleber 2008.06.15,953,1,0,22,111,36,-75,Level A
247,jkkcole 2008.12.20,981,1,0,22,127,41,-86,Level B
431,achieve 2008.02.16,994,1,1,22,161,27,-134,Level A
510,dtrasatti 2008.05.25,878,1,0,22,192,36,-156,Level A
539,IanRedding 2008.05.13,1141,1,0,22,201,36,-165,Level A
573,mipsparc 2008.09.28,1025,2,2,22,218,45,-173,Level B
607,isntheaqt 2008.08.05,866,2,0,22,198,18,-180,Level C
620,gforced 2008.11.22,878,1,0.5,22,211,27,-184,Level A
622,whitestarrnyc 2008.02.16,959,1,0,22,207,23,-184,Level A
624,DINOCO 2008.01.10,882,1,0,22,199,14,-185,Level A
629,pmineiro 2008.11.02,832,1,0.5,22,200,14,-186,Level A
645,JPUng 2008.04.05,986,2,1,22,221,32,-189,Level A
670,calexander 2008.12.26,979,2,1,22,230,36,-194,Level A
673,gforced 2008.12.03,894,1,0,22,221,27,-194,Level A
750,mikelee 2008.03.17,1057,1,1,22,257,36,-221,Level A
761,lauraT 2008.09.28,1087,1,1,22,251,27,-224,Level A
764,tabbykt 2008.06.27,911,2,1,22,257,32,-225,Level A
766,jaelaw 2008.06.11,807,1,0,22,252,27,-225,Level A
783,qpn 2008.07.03,1070,1,0,22,259,27,-232,Level A
797,paato 2008.04.12,931,1,0,22,249,14,-235,Level B
801,vetteboy 2008.10.17,881,1,0,22,250,14,-236,Level A
804,SvartTorn 2008.12.07,1142,1,0,22,269,32,-237,Level C
825,tfrio 2008.03.24,959,2,0,22,266,23,-243,Level A
962,rockyspirit 2008.02.14,878,1,0,22,342,18,-324,Level A
998,NaraShikamaru 2008.07.23,898,1,0,22,385,23,-362,Level A
71,pumpbuster 2008.08.05,1119,2,2,21,71,48,-23,Level C
117,HerveRenault 2008.04.29,986,1,1,21,100,57,-43,Level C
251,sspcleber 2008.07.25,1011,1,1,21,116,29,-87,Level A
271,nicksun 2008.12.03,955,1,1,21,130,38,-92,Level A
381,Derbentli 2008.05.13,847,2,2,21,153,33,-120,Level A
526,DaveMiddled 2008.04.29,846,1,0,21,185,24,-161,Level C
527,mariosaga 2008.12.22,840,1,1,21,180,19,-161,Level A
623,achieve 2008.02.22,942,1,0,21,223,38,-185,Level A
633,fattylumpkin 2008.04.01,1083,1,1,21,225,38,-187,Level A
643,arifabesha 2008.01.24,1039,1,0,21,207,19,-188,Level A
653,lacceroswaldo 2008.07.27,946,1,0,21,219,29,-190,Level C
679,headroad 2008.10.31,1089,1,1,21,225,29,-196,Level A
690,DEDEE 2008.02.11,974,1,1,21,232,33,-199,Level A
701,LaurentDelaon 2008.06.27,1039,3,2,21,221,19,-202,Level A
718,lacceroswaldo 2008.09.28,969,2,0,21,237,29,-208,Level B
792,tfrio 2008.04.01,880,1,0,21,258,24,-234,Level A
832,vishavnathan 2008.04.04,1092,2,0,21,270,24,-246,Level A
912,vetteboy 2008.09.28,874,1,0,21,305,10,-295,Level A
922,pmineiro 2008.11.05,880,1,0,21,309,10,-299,Level A
951,jacquesmoll 2008.10.03,991,1,1,21,339,24,-315,Level A
973,JohnWinthrop 2008.02.19,960,2,1.5,21,348,14,-334,Level A
986,WhiteWarrior 2008.10.16,893,1,0,21,357,5,-352,Level A
1007,DINOCO 2008.01.07,890,1,0,21,386,10,-376,Level A
118,louiswei 2008.03.05,980,1,1,20,98,55,-43,Level C
137,DHamm 2008.12.22,1079,1,0,20,83,35,-48,Level A
183,direita 2008.04.04,1044,2,1,20,103,35,-68,Level A
201,fishmasters 2008.12.23,917,1,0,20,88,15,-73,Level A
221,sevenohnine 2008.01.10,1066,1,1,20,120,40,-80,Level A
223,Artmachine 2008.03.21,1064,1,1,20,110,30,-80,Level A
243,DHamm 2008.02.20,974,1,1,20,115,30,-85,Level A
330,tfrio 2008.07.27,902,1,1,20,155,45,-110,Level C
413,drunkenmonkey 2008.02.15,1004,1,1,20,164,35,-129,Level A
425,BrunoPereira 2008.05.09,948,1,1,20,163,30,-133,Level A
471,BayDragoy 2008.10.04,910,1,0,20,181,35,-146,Level B
472,Lucidity 2008.03.21,869,1,0,20,171,25,-146,Level A
478,JonEG 2008.07.03,844,1,1,20,183,35,-148,Level A
506,seanwickham 2008.03.09,881,2,0,20,185,30,-155,Level B
507,rayizmi 2008.11.11,867,1,0,20,180,25,-155,Level A
511,Dszudszak 2008.04.02,983,1,0,20,191,35,-156,Level B
574,mray 2008.02.22,1032,1,1,20,213,40,-173,Level A
584,richess 2008.12.01,925,2,1,20,205,30,-175,Level A
603,JohnWinthrop 2008.02.20,976,3,1,20,220,40,-180,Level B
611,simmito 2008.03.25,910,1,0,20,211,30,-181,Level A
678,cinex 2008.05.09,1048,1,0,20,226,30,-196,Level A
687,kfrumDABAY 2008.01.09,915,3,2.5,20,212,15,-197,Level A
736,bandicot 2008.05.29,904,2,0,20,236,20,-216,Level A
776,SanderDee 2008.02.11,1000,1,0,20,254,25,-229,Level A
788,NPAV 2008.02.14,1103,1,1,20,263,30,-233,Level A
876,salius 2008.03.25,1020,1,0,20,287,20,-267,Level A
924,chadmhall 2008.01.12,990,2,0,20,320,20,-300,Level A
974,PABOY 2008.12.30,866,3,0,20,360,25,-335,Level A
988,madjoe 2008.08.08,985,1,0,20,369,15,-354,Level A
